date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:37:27	156699/156699	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:27%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/image_365179fe-7e9c-4e3e-89c2-1bb5a325eeff_600x600_crop_center.png?v=1606272372	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/image_365179fe-7e9c-4e3e-89c2-1bb5a325eeff_600x600_crop_center6c37.png	(from https://www.laurencraft.com/products/amelia-earrings)
15:37:27	601/601	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:cfacde1430eac02fc389a6d6685708ff	https://www.laurencraft.com/products/amelia-earrings.oembed	C:/Users/keega/Downloads/grisdesigns/www.laurencraft.com/products/amelia-earrings.oembed	(from https://www.laurencraft.com/products/amelia-earrings)
15:37:28	871/871	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2003%20Mar%202023%2021:37:28%20GMT	https://pinterest.com/pin/create/button/?url=https://www.laurencraft.com/products/amelia-earrings&media=https://cdn.shopify.com/s/files/1/0946/4110/products/image_365179fe-7e9c-4e3e-89c2-1bb5a325eeff_1024x.png?v=1606272372&description=14k%20rose%20gold%20pave%20diamond%20earrings.%20New%20to%20the%20Winter%7C2020%20collection.%C2%A0	C:/Users/keega/Downloads/grisdesigns/pinterest.com/pin/create/button/indexae3d.html	(from https://www.laurencraft.com/products/amelia-earrings)
15:37:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:37:27%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/products/image_365179fe-7e9c-4e3e-89c2-1bb5a325eeff_800x.png?v=1606272372	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/image_365179fe-7e9c-4e3e-89c2-1bb5a325eeff_800x6c37.png	(from https://www.laurencraft.com/products/amelia-earrings)
15:37:30	871/871	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2003%20Mar%202023%2021:37:29%20GMT	https://pinterest.com/pin/create/button/?url=https://www.laurencraft.com/products/amelia-earrings&media=https://cdn.shopify.com/s/files/1/0946/4110/products/image_365179fe-7e9c-4e3e-89c2-1bb5a325eeff_large.png?v=1606272372&description=14k%20rose%20gold%20pave%20diamond%20earrings.%20New%20to%20the%20Winter%7C2020%20collection.%C2%A0	C:/Users/keega/Downloads/grisdesigns/pinterest.com/pin/create/button/index5387.html	(from https://www.laurencraft.com/products/amelia-earrings)
15:37:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:37:29%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/products/image_0d7a61f0-2206-4f85-8693-9d54f1a50cd9.png?v=1608064976	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/image_0d7a61f0-2206-4f85-8693-9d54f1a50cd94f85.png	(from https://www.laurencraft.com/products/amuroa-bracelet)
15:37:30	216929/216929	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:29%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/image_365179fe-7e9c-4e3e-89c2-1bb5a325eeff_800x.png?v=1606272372	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/image_365179fe-7e9c-4e3e-89c2-1bb5a325eeff_800x6c37.png	(from https://www.laurencraft.com/products/amelia-earrings)
15:37:31	296408/296408	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:31%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/image_0d7a61f0-2206-4f85-8693-9d54f1a50cd9.png?v=1608064976	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/image_0d7a61f0-2206-4f85-8693-9d54f1a50cd94f85.png	(from https://www.laurencraft.com/products/amuroa-bracelet)
15:37:31	224932/224932	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:31%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/image_0d7a61f0-2206-4f85-8693-9d54f1a50cd9_600x600_crop_center.png?v=1608064976	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/image_0d7a61f0-2206-4f85-8693-9d54f1a50cd9_600x600_crop_center4f85.png	(from https://www.laurencraft.com/products/amuroa-bracelet)
15:37:31	661/661	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:8d264b12f637d43da9fee78c7e0771c6	https://www.laurencraft.com/products/amuroa-bracelet.oembed	C:/Users/keega/Downloads/grisdesigns/www.laurencraft.com/products/amuroa-bracelet.oembed	(from https://www.laurencraft.com/products/amuroa-bracelet)
15:37:32	935/935	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2003%20Mar%202023%2021:37:32%20GMT	https://pinterest.com/pin/create/button/?url=https://www.laurencraft.com/products/amuroa-bracelet&media=https://cdn.shopify.com/s/files/1/0946/4110/products/image_0d7a61f0-2206-4f85-8693-9d54f1a50cd9_1024x.png?v=1608064976&description=This%20beauty%20is%20from%20the%20new%20Winter%7C2020%20collection!%2018k%20white%20gold%20%26amp;%20diamonds.%20Total%20diamond...	C:/Users/keega/Downloads/grisdesigns/pinterest.com/pin/create/button/index966d.html	(from https://www.laurencraft.com/products/amuroa-bracelet)
15:37:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:37:31%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/products/image_0d7a61f0-2206-4f85-8693-9d54f1a50cd9_800x.png?v=1608064976	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/image_0d7a61f0-2206-4f85-8693-9d54f1a50cd9_800x4f85.png	(from https://www.laurencraft.com/products/amuroa-bracelet)
15:37:34	935/935	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2003%20Mar%202023%2021:37:33%20GMT	https://pinterest.com/pin/create/button/?url=https://www.laurencraft.com/products/amuroa-bracelet&media=https://cdn.shopify.com/s/files/1/0946/4110/products/image_0d7a61f0-2206-4f85-8693-9d54f1a50cd9_large.png?v=1608064976&description=This%20beauty%20is%20from%20the%20new%20Winter%7C2020%20collection!%2018k%20white%20gold%20%26amp;%20diamonds.%20Total%20diamond...	C:/Users/keega/Downloads/grisdesigns/pinterest.com/pin/create/button/index79f2.html	(from https://www.laurencraft.com/products/amuroa-bracelet)
15:37:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:37:33%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-1_43db27b1-4258-4fd7-9dc3-c2a6663705b3.png?v=1462077531	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-1_43db27b1-4258-4fd7-9dc3-c2a6663705b32b08.png	(from https://www.laurencraft.com/products/anada-earrings)
15:37:34	296408/296408	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:33%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/image_0d7a61f0-2206-4f85-8693-9d54f1a50cd9_800x.png?v=1608064976	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/image_0d7a61f0-2206-4f85-8693-9d54f1a50cd9_800x4f85.png	(from https://www.laurencraft.com/products/amuroa-bracelet)
15:37:34	427913/427913	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:34%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-1_43db27b1-4258-4fd7-9dc3-c2a6663705b3.png?v=1462077531	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-1_43db27b1-4258-4fd7-9dc3-c2a6663705b32b08.png	(from https://www.laurencraft.com/products/anada-earrings)
15:37:34	334860/334860	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:34%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-1_43db27b1-4258-4fd7-9dc3-c2a6663705b3_600x600_crop_center.png?v=1462077531	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-1_43db27b1-4258-4fd7-9dc3-c2a6663705b3_600x600_crop_center2b08.png	(from https://www.laurencraft.com/products/anada-earrings)
15:37:36	937/937	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2003%20Mar%202023%2021:37:35%20GMT	https://pinterest.com/pin/create/button/?url=https://www.laurencraft.com/products/anada-earrings&media=https://cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-1_43db27b1-4258-4fd7-9dc3-c2a6663705b3_1024x.png?v=1462077531&description=These%20statement%20earrings%20are%20set%20in%2018-Karat%20yellow%20gold%20and%20silver%20and%20studded%20with%20opaque...	C:/Users/keega/Downloads/grisdesigns/pinterest.com/pin/create/button/index4a58.html	(from https://www.laurencraft.com/products/anada-earrings)
15:37:36	1222/1222	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:8a2958a753560a1c7b55d25849610f4a	https://www.laurencraft.com/products/anada-earrings.oembed	C:/Users/keega/Downloads/grisdesigns/www.laurencraft.com/products/anada-earrings.oembed	(from https://www.laurencraft.com/products/anada-earrings)
15:37:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:37:35%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-1_43db27b1-4258-4fd7-9dc3-c2a6663705b3_800x.png?v=1462077531	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-1_43db27b1-4258-4fd7-9dc3-c2a6663705b3_800x2b08.png	(from https://www.laurencraft.com/products/anada-earrings)
15:37:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:37:37%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-1_a1233d42-682d-4ae8-a0b6-0a8162527cf9.png?v=1462077531	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-1_a1233d42-682d-4ae8-a0b6-0a8162527cf92b08.png	(from https://www.laurencraft.com/products/anada-earrings)
15:37:37	427913/427913	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:37%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-1_43db27b1-4258-4fd7-9dc3-c2a6663705b3_800x.png?v=1462077531	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-1_43db27b1-4258-4fd7-9dc3-c2a6663705b3_800x2b08.png	(from https://www.laurencraft.com/products/anada-earrings)
15:37:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:37:38%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-1_a1233d42-682d-4ae8-a0b6-0a8162527cf9_800x.png?v=1462077531	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-1_a1233d42-682d-4ae8-a0b6-0a8162527cf9_800x2b08.png	(from https://www.laurencraft.com/products/anada-earrings)
15:37:39	273713/273713	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:38%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-1_a1233d42-682d-4ae8-a0b6-0a8162527cf9.png?v=1462077531	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-1_a1233d42-682d-4ae8-a0b6-0a8162527cf92b08.png	(from https://www.laurencraft.com/products/anada-earrings)
15:37:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:37:39%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-2.png?v=1462077531	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-22b08.png	(from https://www.laurencraft.com/products/anada-earrings)
15:37:40	273713/273713	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:39%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-1_a1233d42-682d-4ae8-a0b6-0a8162527cf9_800x.png?v=1462077531	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-1_a1233d42-682d-4ae8-a0b6-0a8162527cf9_800x2b08.png	(from https://www.laurencraft.com/products/anada-earrings)
15:37:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:37:41%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-2_800x.png?v=1462077531	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-2_800x2b08.png	(from https://www.laurencraft.com/products/anada-earrings)
15:37:43	443141/443141	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:41%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-2.png?v=1462077531	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-22b08.png	(from https://www.laurencraft.com/products/anada-earrings)
15:37:45	937/937	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2003%20Mar%202023%2021:37:43%20GMT	https://pinterest.com/pin/create/button/?url=https://www.laurencraft.com/products/anada-earrings&media=https://cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-1_43db27b1-4258-4fd7-9dc3-c2a6663705b3_large.png?v=1462077531&description=These%20statement%20earrings%20are%20set%20in%2018-Karat%20yellow%20gold%20and%20silver%20and%20studded%20with%20opaque...	C:/Users/keega/Downloads/grisdesigns/pinterest.com/pin/create/button/index19cd.html	(from https://www.laurencraft.com/products/anada-earrings)
15:37:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:37:43%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/products/anilla-bracelet-1.png?v=1456931444	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anilla-bracelet-10c6a.png	(from https://www.laurencraft.com/products/anila-bracelet)
15:37:45	443141/443141	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:43%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-2_800x.png?v=1462077531	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anada-earrings-2_800x2b08.png	(from https://www.laurencraft.com/products/anada-earrings)
15:37:45	207034/207034	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:45%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/anilla-bracelet-1.png?v=1456931444	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anilla-bracelet-10c6a.png	(from https://www.laurencraft.com/products/anila-bracelet)
15:37:45	165927/165927	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:45%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/anilla-bracelet-1_600x600_crop_center.png?v=1456931444	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anilla-bracelet-1_600x600_crop_center0c6a.png	(from https://www.laurencraft.com/products/anila-bracelet)
15:37:45	1398/1398	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:11ae276210603313d870f763933c839c	https://www.laurencraft.com/products/anila-bracelet.oembed	C:/Users/keega/Downloads/grisdesigns/www.laurencraft.com/products/anila-bracelet.oembed	(from https://www.laurencraft.com/products/anila-bracelet)
15:37:47	863/863	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2003%20Mar%202023%2021:37:46%20GMT	https://pinterest.com/pin/create/button/?url=https://www.laurencraft.com/products/anila-bracelet&media=https://cdn.shopify.com/s/files/1/0946/4110/products/anilla-bracelet-1_1024x.png?v=1456931444&description=This%20statement%20bracelet%20is%20set%20in%2018-Karat%20yellow%20gold%20and%20silver%20and%20studded%20with%20doublet...	C:/Users/keega/Downloads/grisdesigns/pinterest.com/pin/create/button/index04e5.html	(from https://www.laurencraft.com/products/anila-bracelet)
15:37:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:37:45%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/products/anilla-bracelet-1_800x.png?v=1456931444	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anilla-bracelet-1_800x0c6a.png	(from https://www.laurencraft.com/products/anila-bracelet)
15:37:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:37:47%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/products/anila-bracelet-1.png?v=1456928894	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anila-bracelet-1db61.png	(from https://www.laurencraft.com/products/anila-bracelet)
15:37:48	207034/207034	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:47%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/anilla-bracelet-1_800x.png?v=1456931444	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anilla-bracelet-1_800x0c6a.png	(from https://www.laurencraft.com/products/anila-bracelet)
15:37:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:37:48%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/products/anila-bracelet-1_800x.png?v=1456928894	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anila-bracelet-1_800xdb61.png	(from https://www.laurencraft.com/products/anila-bracelet)
15:37:50	404082/404082	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:48%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/anila-bracelet-1.png?v=1456928894	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anila-bracelet-1db61.png	(from https://www.laurencraft.com/products/anila-bracelet)
15:37:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:37:50%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/products/anila-bracelet-2_c91dc471-5a85-4967-86c2-7bbe412bff9b.png?v=1456928894	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anila-bracelet-2_c91dc471-5a85-4967-86c2-7bbe412bff9bdb61.png	(from https://www.laurencraft.com/products/anila-bracelet)
15:37:51	404082/404082	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:50%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/anila-bracelet-1_800x.png?v=1456928894	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anila-bracelet-1_800xdb61.png	(from https://www.laurencraft.com/products/anila-bracelet)
15:37:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:37:51%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/products/anila-bracelet-2_c91dc471-5a85-4967-86c2-7bbe412bff9b_800x.png?v=1456928894	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anila-bracelet-2_c91dc471-5a85-4967-86c2-7bbe412bff9b_800xdb61.png	(from https://www.laurencraft.com/products/anila-bracelet)
15:37:53	395364/395364	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:51%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/anila-bracelet-2_c91dc471-5a85-4967-86c2-7bbe412bff9b.png?v=1456928894	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anila-bracelet-2_c91dc471-5a85-4967-86c2-7bbe412bff9bdb61.png	(from https://www.laurencraft.com/products/anila-bracelet)
15:37:55	863/863	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2003%20Mar%202023%2021:37:53%20GMT	https://pinterest.com/pin/create/button/?url=https://www.laurencraft.com/products/anila-bracelet&media=https://cdn.shopify.com/s/files/1/0946/4110/products/anilla-bracelet-1_large.png?v=1456931444&description=This%20statement%20bracelet%20is%20set%20in%2018-Karat%20yellow%20gold%20and%20silver%20and%20studded%20with%20doublet...	C:/Users/keega/Downloads/grisdesigns/pinterest.com/pin/create/button/indexafaa.html	(from https://www.laurencraft.com/products/anila-bracelet)
15:37:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:37:53%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/products/emerald_opulence.png?v=1448824566	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/emerald_opulence6129.png	(from https://www.laurencraft.com/products/anja-earrings)
15:37:55	395364/395364	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:53%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/anila-bracelet-2_c91dc471-5a85-4967-86c2-7bbe412bff9b_800x.png?v=1456928894	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/anila-bracelet-2_c91dc471-5a85-4967-86c2-7bbe412bff9b_800xdb61.png	(from https://www.laurencraft.com/products/anila-bracelet)
15:37:56	2182265/2182265	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:55%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/emerald_opulence.png?v=1448824566	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/emerald_opulence6129.png	(from https://www.laurencraft.com/products/anja-earrings)
15:37:56	285216/285216	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:56%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/emerald_opulence_600x600_crop_center.png?v=1448824566	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/emerald_opulence_600x600_crop_center6129.png	(from https://www.laurencraft.com/products/anja-earrings)
15:37:56	796/796	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:b4288de63d549010aa165d2599205261	https://www.laurencraft.com/products/anja-earrings.oembed	C:/Users/keega/Downloads/grisdesigns/www.laurencraft.com/products/anja-earrings.oembed	(from https://www.laurencraft.com/products/anja-earrings)
15:37:58	867/867	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2003%20Mar%202023%2021:37:57%20GMT	https://pinterest.com/pin/create/button/?url=https://www.laurencraft.com/products/anja-earrings&media=https://cdn.shopify.com/s/files/1/0946/4110/products/emerald_opulence_1024x.png?v=1448824566&description=Emerald,%20champagne%20diamonds,%20and%20clear%20quartz%20all%20set%20in%20silver%20and%2018-Karat%20yellow%20gold%20backing.	C:/Users/keega/Downloads/grisdesigns/pinterest.com/pin/create/button/index735d.html	(from https://www.laurencraft.com/products/anja-earrings)
15:37:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:37:56%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/products/emerald_opulence_800x.png?v=1448824566	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/emerald_opulence_800x6129.png	(from https://www.laurencraft.com/products/anja-earrings)
15:37:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:37:58%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/products/LC_2019-8.jpg?v=1626539056	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/LC_2019-86f2b.jpg	(from https://www.laurencraft.com/products/lc-2019-8)
15:37:59	867/867	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2003%20Mar%202023%2021:37:58%20GMT	https://pinterest.com/pin/create/button/?url=https://www.laurencraft.com/products/anja-earrings&media=https://cdn.shopify.com/s/files/1/0946/4110/products/emerald_opulence_large.png?v=1448824566&description=Emerald,%20champagne%20diamonds,%20and%20clear%20quartz%20all%20set%20in%20silver%20and%2018-Karat%20yellow%20gold%20backing.	C:/Users/keega/Downloads/grisdesigns/pinterest.com/pin/create/button/indexaeff.html	(from https://www.laurencraft.com/products/anja-earrings)
15:37:59	469184/469184	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:37:58%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/emerald_opulence_800x.png?v=1448824566	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/emerald_opulence_800x6129.png	(from https://www.laurencraft.com/products/anja-earrings)
15:37:59	18093/18093	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Mar%202023%2021:37:59%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/LC_2019-8.jpg?v=1626539056	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/LC_2019-86f2b.jpg	(from https://www.laurencraft.com/products/lc-2019-8)
15:37:59	14912/14912	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Mar%202023%2021:37:59%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/LC_2019-8_600x600_crop_center.jpg?v=1626539056	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/LC_2019-8_600x600_crop_center6f2b.jpg	(from https://www.laurencraft.com/products/lc-2019-8)
15:37:59	753/753	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:c16ebda0849bffaca94641ca300a8d6a	https://www.laurencraft.com/products/lc-2019-8.oembed	C:/Users/keega/Downloads/grisdesigns/www.laurencraft.com/products/lc-2019-8.oembed	(from https://www.laurencraft.com/products/lc-2019-8)
15:38:01	803/803	---M--	308	error ('Permanent%20Redirect')	text/html	date:Fri,%2003%20Mar%202023%2021:38:00%20GMT	https://pinterest.com/pin/create/button/?url=https://www.laurencraft.com/products/lc-2019-8&media=https://cdn.shopify.com/s/files/1/0946/4110/products/LC_2019-8_1024x.jpg?v=1626539056&description=This%20beauty%20is%20a%20part%20of%20the%20Summer%20Collection%20%7C%202021.%20Iced%20out%20in%20pave...	C:/Users/keega/Downloads/grisdesigns/pinterest.com/pin/create/button/indexe514.html	(from https://www.laurencraft.com/products/lc-2019-8)
15:38:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:37:59%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/products/LC_2019-8_800x.jpg?v=1626539056	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/LC_2019-8_800x.4846f2b.delayed	(from https://www.laurencraft.com/products/lc-2019-8)
15:38:01	18093/18093	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Mar%202023%2021:38:01%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/products/LC_2019-8_800x.jpg?v=1626539056	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/products/LC_2019-8_800x6f2b.jpg	(from https://www.laurencraft.com/products/lc-2019-8)
